id_user,no_str,wilayah_kerja,created_at,updated_at
200432,STR-B1D9765B84,104,2026-04-29 09:02:37,2026-04-29 09:02:37
212606,STR-3439EE0FFC,98,2024-11-14 18:00:41,2024-11-14 18:00:41
200231,STR-9BC474F994,174,2024-09-24 16:44:27,2024-09-24 16:44:27
215146,STR-319EFC4A66,218,2025-03-23 17:20:11,2025-03-23 17:20:11
220180,STR-3FB9B66665,15,2024-08-02 08:23:53,2024-08-02 08:23:53
229512,STR-A9FC97D447,218,2026-02-21 12:28:57,2026-02-21 12:28:57
210890,STR-35840C7F3E,224,2025-09-06 23:48:10,2025-09-06 23:48:10
227326,STR-B94502A37B,79,2024-11-30 16:46:40,2024-11-30 16:46:40
212063,STR-C27DC94E24,218,2024-08-24 12:21:05,2024-08-24 12:21:05
203223,STR-96FC949CBF,180,2025-05-23 23:40:07,2025-05-23 23:40:07
237712,STR-7BAB155686,117,2026-04-19 18:15:26,2026-04-19 18:15:26
206674,STR-DDD0DEFD8A,199,2025-08-23 20:40:14,2025-08-23 20:40:14
218950,STR-403FEC1029,15,2025-12-20 01:26:44,2025-12-20 01:26:44
202646,STR-1775591EAD,161,2026-03-26 00:53:03,2026-03-26 00:53:03
202331,STR-5F7198DA2E,28,2024-07-01 20:49:18,2024-07-01 20:49:18
207600,STR-BB73F573E3,136,2024-09-20 00:34:38,2024-09-20 00:34:38
243144,STR-5EA1E09964,212,2024-06-12 01:20:32,2024-06-12 01:20:32
216670,STR-669939CE8B,28,2025-06-07 06:28:14,2025-06-07 06:28:14
222516,STR-B6F80D85E0,180,2025-03-15 05:59:19,2025-03-15 05:59:19
220653,STR-FC7B9C2ABE,41,2024-08-06 17:37:47,2024-08-06 17:37:47
238456,STR-0BAE2FA039,180,2024-07-13 22:05:14,2024-07-13 22:05:14
201900,STR-6A3766D69F,148,2025-02-09 20:29:49,2025-02-09 20:29:49
214403,STR-1F6083A7AD,123,2026-01-05 04:48:45,2026-01-05 04:48:45
221860,STR-D9D19274AA,3,2026-03-12 21:34:47,2026-03-12 21:34:47
233991,STR-1E41031927,66,2024-11-27 08:57:17,2024-11-27 08:57:17
229969,STR-1587ECED3A,53,2026-03-10 01:51:06,2026-03-10 01:51:06
226075,STR-C2102B268F,148,2025-06-01 05:46:45,2025-06-01 05:46:45
224603,STR-84894C5C93,98,2024-09-26 08:15:34,2024-09-26 08:15:34
217189,STR-F14B88BCC6,199,2026-04-03 13:41:09,2026-04-03 13:41:09
247241,STR-19D7CC6F3B,53,2024-08-21 13:05:08,2024-08-21 13:05:08
237125,STR-21A70F24E7,47,2025-01-30 04:59:55,2025-01-30 04:59:55
214864,STR-7B3AF32AB4,22,2025-10-05 01:44:24,2025-10-05 01:44:24
228762,STR-5B98484F3D,129,2025-05-07 15:20:29,2025-05-07 15:20:29
207767,STR-9A6A4ADBCC,218,2026-02-26 06:29:32,2026-02-26 06:29:32
225358,STR-1DC40B58F0,41,2024-12-31 06:12:28,2024-12-31 06:12:28
227006,STR-EFE60163B5,47,2025-07-03 18:17:19,2025-07-03 18:17:19
233379,STR-D6B32EC56A,85,2024-12-27 10:49:30,2024-12-27 10:49:30
204648,STR-FC00A9229B,53,2025-10-04 21:39:57,2025-10-04 21:39:57
234409,STR-286AA11426,193,2024-10-08 08:40:21,2024-10-08 08:40:21
210601,STR-3D545CA7FC,41,2026-02-07 23:02:15,2026-02-07 23:02:15
206935,STR-19A76DB3CD,161,2025-02-07 13:35:02,2025-02-07 13:35:02
212484,STR-2C6D0A6043,155,2024-11-09 01:32:42,2024-11-09 01:32:42
223308,STR-2E6313E256,129,2025-01-19 09:33:56,2025-01-19 09:33:56
218190,STR-16458B644E,79,2025-09-22 21:48:50,2025-09-22 21:48:50
237685,STR-4E4DC9B916,180,2024-07-24 11:11:40,2024-07-24 11:11:40
229090,STR-5C224EBA43,9,2025-12-27 11:09:07,2025-12-27 11:09:07
249640,STR-B2B72B530A,148,2025-06-14 05:23:49,2025-06-14 05:23:49
207094,STR-C8E5845A8B,224,2024-12-16 01:57:44,2024-12-16 01:57:44
207148,STR-F00585A34A,129,2025-01-27 17:54:38,2025-01-27 17:54:38
207394,STR-1145E1385F,123,2024-09-21 22:26:58,2024-09-21 22:26:58
241024,STR-F1E44C1667,193,2025-06-08 22:20:39,2025-06-08 22:20:39
247001,STR-C502E640DE,155,2025-04-19 21:02:43,2025-04-19 21:02:43
242189,STR-D49F0BECFB,3,2024-06-10 21:35:05,2024-06-10 21:35:05
225832,STR-B6F3DE6F73,28,2025-09-24 06:19:28,2025-09-24 06:19:28
219758,STR-5FC24D8AE2,104,2025-01-21 23:52:36,2025-01-21 23:52:36
237346,STR-BFF6B9A990,180,2025-07-28 15:57:19,2025-07-28 15:57:19
248828,STR-B5FB69B601,47,2025-07-14 20:58:59,2025-07-14 20:58:59
218346,STR-85FB423BBC,9,2024-12-11 11:07:56,2024-12-11 11:07:56
213794,STR-59776947D5,9,2025-01-15 20:17:25,2025-01-15 20:17:25
215822,STR-3D15E52813,72,2025-12-22 23:15:25,2025-12-22 23:15:25
246226,STR-D80F55DC52,34,2026-01-23 15:03:40,2026-01-23 15:03:40
223391,STR-6B4895D732,53,2025-09-29 15:16:19,2025-09-29 15:16:19
228220,STR-A3211713D5,218,2024-10-20 02:51:24,2024-10-20 02:51:24
242098,STR-0F8877B5A7,98,2025-09-15 01:49:05,2025-09-15 01:49:05
209917,STR-3392B9210B,15,2026-02-26 04:53:16,2026-02-26 04:53:16
233657,STR-D37BB39B7C,9,2026-03-28 14:25:16,2026-03-28 14:25:16
219795,STR-A2CDECD097,212,2025-10-14 08:47:12,2025-10-14 08:47:12
218108,STR-3B019CA748,28,2024-07-04 20:39:06,2024-07-04 20:39:06
211874,STR-3E02833843,180,2025-09-02 16:21:09,2025-09-02 16:21:09
211531,STR-07BF12BD39,47,2025-03-04 13:10:51,2025-03-04 13:10:51
205993,STR-C5942C9E09,205,2025-12-03 13:07:54,2025-12-03 13:07:54
249095,STR-B921F37819,117,2025-02-03 08:37:50,2025-02-03 08:37:50
248769,STR-39D6A7255E,91,2025-07-21 04:27:55,2025-07-21 04:27:55
233387,STR-5E39CF0B4B,161,2026-04-28 06:09:30,2026-04-28 06:09:30
208617,STR-DA692FD17C,9,2025-06-30 04:14:00,2025-06-30 04:14:00
215133,STR-105D099269,167,2026-04-20 20:14:49,2026-04-20 20:14:49
216037,STR-B91C938A85,91,2025-03-22 17:35:12,2025-03-22 17:35:12
241394,STR-ED26F4BB8C,28,2025-07-07 10:32:49,2025-07-07 10:32:49
212009,STR-B7B02B170E,34,2024-11-18 08:29:32,2024-11-18 08:29:32
242040,STR-6A81CD5F58,66,2024-06-21 17:38:05,2024-06-21 17:38:05
201887,STR-0F3F294E26,104,2025-06-17 20:54:27,2025-06-17 20:54:27
200037,STR-BEC0954B49,212,2026-04-25 11:07:15,2026-04-25 11:07:15
206887,STR-C16AA7FC64,110,2026-01-07 18:51:42,2026-01-07 18:51:42
201120,STR-34F44F424E,98,2025-11-29 03:29:10,2025-11-29 03:29:10
213041,STR-D86123F63C,79,2025-01-23 04:37:57,2025-01-23 04:37:57
236842,STR-9383AEB116,186,2024-07-04 22:40:04,2024-07-04 22:40:04
208117,STR-76C145C5CB,79,2024-08-15 15:41:40,2024-08-15 15:41:40
224664,STR-609F53E177,34,2025-12-11 22:19:31,2025-12-11 22:19:31
229821,STR-B1C4F7AEDB,79,2025-08-27 04:46:15,2025-08-27 04:46:15
225578,STR-9FB4CDDE42,136,2026-01-22 19:07:46,2026-01-22 19:07:46
207170,STR-2C83118DF9,161,2025-07-16 11:34:14,2025-07-16 11:34:14
215998,STR-FB51CF427E,199,2025-05-29 22:06:59,2025-05-29 22:06:59
207117,STR-B94342FBDE,224,2026-02-10 12:17:35,2026-02-10 12:17:35
247050,STR-6F747A61A5,212,2025-03-11 20:27:42,2025-03-11 20:27:42
222505,STR-5E81DCE4F4,129,2025-10-03 23:58:29,2025-10-03 23:58:29
228955,STR-4FC1B5B3A5,155,2026-01-21 06:13:43,2026-01-21 06:13:43
235474,STR-87C55419B7,180,2025-05-19 16:39:39,2025-05-19 16:39:39
237088,STR-1D54F70D27,199,2024-06-17 18:35:41,2024-06-17 18:35:41
205522,STR-4B25CCA183,104,2026-03-20 23:01:32,2026-03-20 23:01:32
222123,STR-E318350541,22,2024-07-22 01:26:24,2024-07-22 01:26:24
231765,STR-54C1BE3841,129,2025-09-16 21:16:29,2025-09-16 21:16:29
212841,STR-BF3571084C,53,2025-03-13 07:27:36,2025-03-13 07:27:36
242764,STR-3A57447C95,205,2024-08-31 23:10:54,2024-08-31 23:10:54
220608,STR-087F9B374F,212,2025-01-25 21:18:25,2025-01-25 21:18:25
202743,STR-5336DC8EAA,167,2026-04-28 19:40:50,2026-04-28 19:40:50
202714,STR-6106A4DB68,72,2024-12-29 04:10:58,2024-12-29 04:10:58
206681,STR-B8EB96FB95,123,2025-01-26 06:18:27,2025-01-26 06:18:27
249201,STR-41AD81892D,60,2026-02-02 00:54:06,2026-02-02 00:54:06
227701,STR-C3DA846860,47,2025-03-05 16:10:41,2025-03-05 16:10:41
228633,STR-57AAC96EF4,85,2026-04-18 18:59:57,2026-04-18 18:59:57
217233,STR-A461A83668,142,2025-10-31 21:48:34,2025-10-31 21:48:34
218261,STR-F32E509CAD,136,2025-11-12 00:04:20,2025-11-12 00:04:20
207849,STR-A3FB517AD1,212,2026-05-04 03:53:44,2026-05-04 03:53:44
243884,STR-50A25F6EBE,186,2024-11-03 12:13:09,2024-11-03 12:13:09
200972,STR-FC6F41955C,174,2026-04-13 02:29:18,2026-04-13 02:29:18
211808,STR-1ACBD83686,15,2026-01-02 03:13:21,2026-01-02 03:13:21
211642,STR-8D60DE81B5,199,2026-02-13 11:27:58,2026-02-13 11:27:58
239248,STR-73BE7B1E5A,60,2025-11-25 16:51:34,2025-11-25 16:51:34
209912,STR-F835EF8E0F,155,2025-01-20 01:36:46,2025-01-20 01:36:46
247594,STR-945F88080D,60,2026-04-20 07:48:09,2026-04-20 07:48:09
247707,STR-5FF3B65B17,34,2026-04-07 18:29:54,2026-04-07 18:29:54
217074,STR-7B1AA7FA03,9,2025-01-30 18:15:11,2025-01-30 18:15:11
233038,STR-24E95E9368,205,2025-03-27 20:39:37,2025-03-27 20:39:37
211116,STR-AD48EBB53D,41,2024-10-29 10:26:17,2024-10-29 10:26:17
244053,STR-DB58ECD7B8,199,2025-08-22 20:29:53,2025-08-22 20:29:53
230977,STR-AACFE6FE42,117,2025-11-03 01:57:23,2025-11-03 01:57:23
212097,STR-AD93918C02,15,2025-02-07 01:23:14,2025-02-07 01:23:14
237068,STR-0A2BB935C3,123,2025-07-17 10:59:28,2025-07-17 10:59:28
207311,STR-A699AD6946,47,2025-09-08 10:57:18,2025-09-08 10:57:18
245789,STR-2C28D1D94D,123,2024-12-22 04:41:23,2024-12-22 04:41:23
248413,STR-C7C142CA2E,15,2025-05-15 10:49:00,2025-05-15 10:49:00
223505,STR-E311B84ADC,167,2025-08-22 14:43:57,2025-08-22 14:43:57
247893,STR-3DB1520753,136,2025-05-04 18:15:59,2025-05-04 18:15:59
238955,STR-263F121BA8,218,2025-02-10 00:30:05,2025-02-10 00:30:05
215406,STR-66A9F8A9F2,22,2026-02-15 20:39:22,2026-02-15 20:39:22
201493,STR-497935EB33,85,2025-05-05 18:47:31,2025-05-05 18:47:31
207418,STR-8F258650AB,193,2026-05-23 03:07:25,2026-05-23 03:07:25
216429,STR-0137A691E5,123,2026-01-22 06:41:33,2026-01-22 06:41:33
241348,STR-F52618F353,129,2025-01-30 05:25:15,2025-01-30 05:25:15
244605,STR-EF226BDE1D,3,2025-04-26 04:33:23,2025-04-26 04:33:23
237298,STR-617A2CAD5E,9,2026-03-26 14:09:16,2026-03-26 14:09:16
249051,STR-33D8914184,15,2026-04-27 07:21:16,2026-04-27 07:21:16
229325,STR-D8C54A9019,161,2024-09-02 10:12:09,2024-09-02 10:12:09
206007,STR-0B13F8F09B,148,2026-02-20 03:22:45,2026-02-20 03:22:45
214670,STR-DF459FA3D5,60,2025-09-01 10:34:36,2025-09-01 10:34:36
218553,STR-D36F786050,91,2024-09-29 04:51:22,2024-09-29 04:51:22
239702,STR-0EE450A249,110,2025-08-03 15:13:18,2025-08-03 15:13:18
243155,STR-BEA7774B41,72,2025-10-28 03:23:04,2025-10-28 03:23:04
249923,STR-1DB8B2D20C,129,2025-01-16 12:24:58,2025-01-16 12:24:58
202805,STR-ED4C3E1B88,9,2024-12-08 18:23:49,2024-12-08 18:23:49
200344,STR-8F47580793,117,2026-01-13 13:05:37,2026-01-13 13:05:37
225699,STR-312E851892,91,2026-01-10 13:56:30,2026-01-10 13:56:30
216217,STR-352A02173E,91,2024-07-09 02:31:39,2024-07-09 02:31:39
229426,STR-9FE16C2041,15,2024-09-01 02:58:36,2024-09-01 02:58:36
243299,STR-3AF3A1F2A7,205,2024-09-22 13:36:48,2024-09-22 13:36:48
217709,STR-B98872CFDE,167,2025-06-01 19:09:25,2025-06-01 19:09:25
207646,STR-5AC2D2871D,72,2024-12-19 02:15:54,2024-12-19 02:15:54
218582,STR-2AAF21EBFF,66,2025-11-28 09:01:48,2025-11-28 09:01:48
209125,STR-39CC9AE91B,66,2025-07-13 22:24:15,2025-07-13 22:24:15
215449,STR-4AD9F07A88,98,2025-04-27 11:46:32,2025-04-27 11:46:32
219094,STR-D5DE9A529A,212,2025-06-03 01:44:23,2025-06-03 01:44:23
206425,STR-3FFDEDCFC6,142,2025-01-25 08:12:15,2025-01-25 08:12:15
221427,STR-CA225E82A2,91,2025-05-31 04:16:03,2025-05-31 04:16:03
213300,STR-B921D594D4,161,2026-01-08 03:56:31,2026-01-08 03:56:31
236611,STR-214F9DE4D2,3,2024-06-11 14:42:13,2024-06-11 14:42:13
227300,STR-E72A532AA6,110,2026-02-10 08:57:04,2026-02-10 08:57:04
225840,STR-5A9C98AEB7,161,2025-11-30 11:38:34,2025-11-30 11:38:34
226935,STR-CC9AF5C77E,180,2025-02-25 09:42:16,2025-02-25 09:42:16
227589,STR-0F2967EC87,47,2024-10-15 05:33:20,2024-10-15 05:33:20
214104,STR-567D49BEC0,186,2025-04-11 10:31:41,2025-04-11 10:31:41
